Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
24.11.2025 05:30;24.11.2025 05:45;13.572,63;13.876,79;304,16;7.529,64
24.11.2025 05:45;24.11.2025 06:00;13.922,32;14.144,69;222,37;7.935,23
24.11.2025 06:00;24.11.2025 06:15;14.845,25;15.221,78;376,54;8.867,04
24.11.2025 06:15;24.11.2025 06:30;15.510,92;15.786,29;275,37;9.494,83
24.11.2025 06:30;24.11.2025 06:45;15.910,38;16.096,67;186,29;9.901,84
24.11.2025 06:45;24.11.2025 07:00;16.356,05;16.474,97;118,92;10.380,19
24.11.2025 07:00;24.11.2025 07:15;16.825,83;16.916,77;90,94;11.028,34
24.11.2025 07:15;24.11.2025 07:30;17.122,92;17.193,63;70,71;11.430,56
24.11.2025 07:30;24.11.2025 07:45;17.377,70;17.443,50;65,80;11.749,15
24.11.2025 07:45;24.11.2025 08:00;17.541,03;17.598,13;57,10;12.092,63
24.11.2025 08:00;24.11.2025 08:15;17.795,95;17.852,39;56,44;12.544,18
24.11.2025 08:15;24.11.2025 08:30;17.977,36;17.980,04;2,68;12.754,71
24.11.2025 08:30;24.11.2025 08:45;18.021,14;18.022,20;1,06;12.739,41
24.11.2025 08:45;24.11.2025 09:00;18.197,58;18.198,58;0,99;12.795,16
24.11.2025 09:00;24.11.2025 09:15;18.259,41;18.260,16;0,75;12.691,76
24.11.2025 09:15;24.11.2025 09:30;18.316,42;18.317,21;0,79;12.707,63
24.11.2025 09:30;24.11.2025 09:45;18.416,22;18.424,44;8,21;12.837,50
24.11.2025 09:45;24.11.2025 10:00;18.452,08;18.461,49;9,41;12.847,67
24.11.2025 10:00;24.11.2025 10:15;18.497,47;18.508,68;11,21;12.733,44
24.11.2025 10:15;24.11.2025 10:30;18.524,65;18.536,52;11,88;12.805,74
24.11.2025 10:30;24.11.2025 10:45;18.552,54;18.625,11;72,57;12.896,17
24.11.2025 10:45;24.11.2025 11:00;18.629,99;18.702,03;72,04;12.950,41
24.11.2025 11:00;24.11.2025 11:15;18.696,71;18.872,38;175,67;13.083,95
24.11.2025 11:15;24.11.2025 11:30;18.724,57;18.735,03;10,46;13.173,95
24.11.2025 11:30;24.11.2025 11:45;18.640,54;18.760,09;119,55;13.156,27
24.11.2025 11:45;24.11.2025 12:00;18.615,84;18.697,85;82,01;13.190,72
24.11.2025 12:00;24.11.2025 12:15;18.499,26;18.563,85;64,59;13.181,69
24.11.2025 12:15;24.11.2025 12:30;18.416,65;18.420,09;3,44;13.200,82
24.11.2025 12:30;24.11.2025 12:45;18.407,37;18.489,49;82,12;13.308,49
24.11.2025 12:45;24.11.2025 13:00;18.303,77;18.307,17;3,39;13.394,54
24.11.2025 13:00;24.11.2025 13:15;18.307,03;18.309,79;2,77;13.528,72
24.11.2025 13:15;24.11.2025 13:30;18.167,94;18.169,96;2,03;13.518,50
24.11.2025 13:30;24.11.2025 13:45;18.034,26;18.036,41;2,15;13.521,09
24.11.2025 13:45;24.11.2025 14:00;17.856,20;17.858,37;2,16;13.500,75
24.11.2025 14:00;24.11.2025 14:15;17.818,01;17.820,80;2,80;13.618,78
24.11.2025 14:15;24.11.2025 14:30;17.891,92;17.895,10;3,17;13.968,22
24.11.2025 14:30;24.11.2025 14:45;17.828,71;17.831,35;2,64;14.059,34
24.11.2025 14:45;24.11.2025 15:00;17.632,22;17.635,98;3,76;14.004,53
24.11.2025 15:00;24.11.2025 15:15;17.698,56;17.702,10;3,54;14.204,60
24.11.2025 15:15;24.11.2025 15:30;17.708,04;17.711,28;3,24;14.405,28
24.11.2025 15:30;24.11.2025 15:45;17.691,53;17.694,17;2,65;14.465,89
24.11.2025 15:45;24.11.2025 16:00;17.723,71;17.726,97;3,26;14.524,63
24.11.2025 16:00;24.11.2025 16:15;17.796,73;17.799,41;2,68;14.586,69
24.11.2025 16:15;24.11.2025 16:30;17.894,81;17.896,32;1,52;14.732,86
24.11.2025 16:30;24.11.2025 16:45;17.979,34;17.980,71;1,37;14.841,35
24.11.2025 16:45;24.11.2025 17:00;18.048,57;18.049,23;0,66;14.944,05
24.11.2025 17:00;24.11.2025 17:15;18.135,21;18.135,32;0,11;15.022,44
24.11.2025 17:15;24.11.2025 17:30;18.210,79;18.211,01;0,22;15.100,07
24.11.2025 17:30;24.11.2025 17:45;18.188,63;18.188,92;0,29;15.062,60
24.11.2025 17:45;24.11.2025 18:00;18.199,29;18.199,58;0,29;15.027,56
24.11.2025 18:00;24.11.2025 18:15;18.124,54;18.124,83;0,29;14.989,08
24.11.2025 18:15;24.11.2025 18:30;18.052,11;18.053,72;1,61;14.892,55
24.11.2025 18:30;24.11.2025 18:45;17.975,39;17.986,72;11,33;14.848,75
24.11.2025 18:45;24.11.2025 19:00;17.776,96;17.822,60;45,64;14.729,03
24.11.2025 19:00;24.11.2025 19:15;17.654,14;17.698,93;44,79;14.630,51
24.11.2025 19:15;24.11.2025 19:30;17.531,74;17.539,01;7,28;14.504,52
24.11.2025 19:30;24.11.2025 19:45;17.427,98;17.430,70;2,72;14.468,75
24.11.2025 19:45;24.11.2025 20:00;17.252,87;17.256,03;3,16;14.358,19
24.11.2025 20:00;24.11.2025 20:15;16.993,23;16.996,55;3,32;14.174,10
24.11.2025 20:15;24.11.2025 20:30;16.712,67;16.716,26;3,59;13.975,66
24.11.2025 20:30;24.11.2025 20:45;16.404,14;16.407,98;3,84;13.705,04
24.11.2025 20:45;24.11.2025 21:00;16.111,41;16.144,63;33,22;13.462,87
24.11.2025 21:00;24.11.2025 21:15;15.999,41;16.089,89;90,48;13.388,98
24.11.2025 21:15;24.11.2025 21:30;15.827,64;16.019,34;191,70;13.256,80
24.11.2025 21:30;24.11.2025 21:45;15.607,43;16.010,44;403,01;13.074,21
24.11.2025 21:45;24.11.2025 22:00;15.414,70;15.836,67;421,97;12.923,28
24.11.2025 22:00;24.11.2025 22:15;15.111,93;15.415,20;303,27;12.701,29
24.11.2025 22:15;24.11.2025 22:30;14.883,31;15.331,98;448,66;12.525,49
24.11.2025 22:30;24.11.2025 22:45;14.735,40;15.294,53;559,13;12.444,40
24.11.2025 22:45;24.11.2025 23:00;14.492,36;15.019,83;527,47;12.254,07
24.11.2025 23:00;24.11.2025 23:15;14.140,11;14.702,80;562,68;11.925,72
24.11.2025 23:15;24.11.2025 23:30;13.905,02;14.705,28;800,26;11.700,10
24.11.2025 23:30;24.11.2025 23:45;13.740,08;14.707,08;967,01;11.598,54
24.11.2025 23:45;25.11.2025 00:00;13.568,01;14.565,45;997,44;11.482,88
25.11.2025 00:00;25.11.2025 00:15;13.348,65;14.211,86;863,21;11.293,53
25.11.2025 00:15;25.11.2025 00:30;13.231,63;14.117,92;886,29;11.231,92
25.11.2025 00:30;25.11.2025 00:45;13.094,49;14.277,07;1.182,58;11.133,01
25.11.2025 00:45;25.11.2025 01:00;12.944,86;14.128,15;1.183,29;11.021,05
25.11.2025 01:00;25.11.2025 01:15;12.795,76;13.901,13;1.105,38;10.932,68
25.11.2025 01:15;25.11.2025 01:30;12.729,12;13.890,58;1.161,46;10.916,59
25.11.2025 01:30;25.11.2025 01:45;12.704,68;13.956,65;1.251,96;10.903,02
25.11.2025 01:45;25.11.2025 02:00;12.609,48;13.887,80;1.278,33;10.843,48
25.11.2025 02:00;25.11.2025 02:15;12.514,72;13.734,98;1.220,26;10.807,86
25.11.2025 02:15;25.11.2025 02:30;12.503,30;13.732,77;1.229,47;10.891,16
25.11.2025 02:30;25.11.2025 02:45;12.497,23;13.721,58;1.224,35;10.950,55
25.11.2025 02:45;25.11.2025 03:00;12.518,11;13.741,97;1.223,86;10.994,60
25.11.2025 03:00;25.11.2025 03:15;12.544,74;13.623,68;1.078,93;11.022,80
25.11.2025 03:15;25.11.2025 03:30;12.593,33;13.705,06;1.111,73;11.052,70
25.11.2025 03:30;25.11.2025 03:45;12.719,42;13.868,32;1.148,90;11.143,87
25.11.2025 03:45;25.11.2025 04:00;12.645,49;13.860,63;1.215,14;11.077,50
25.11.2025 04:00;25.11.2025 04:15;12.782,34;13.911,31;1.128,96;11.247,84
25.11.2025 04:15;25.11.2025 04:30;12.941,40;14.019,06;1.077,66;11.448,60
25.11.2025 04:30;25.11.2025 04:45;13.075,20;14.177,67;1.102,47;11.636,29
25.11.2025 04:45;25.11.2025 05:00;13.201,04;14.298,82;1.097,78;11.769,92
25.11.2025 05:00;25.11.2025 05:15;13.548,24;14.485,17;936,92;12.147,32
25.11.2025 05:15;25.11.2025 05:30;13.834,22;14.700,62;866,40;12.466,03
25.11.2025 05:30;25.11.2025 05:45;14.117,03;14.719,02;601,99;12.778,32
25.11.2025 05:45;25.11.2025 06:00;14.460,80;14.880,93;420,13;13.168,21
25.11.2025 06:00;25.11.2025 06:15;15.164,95;15.649,88;484,94;13.928,42
25.11.2025 06:15;25.11.2025 06:30;15.690,30;16.081,37;391,06;14.468,44
25.11.2025 06:30;25.11.2025 06:45;16.096,97;16.315,13;218,16;14.855,92
25.11.2025 06:45;25.11.2025 07:00;16.565,57;16.726,87;161,31;15.299,47
25.11.2025 07:00;25.11.2025 07:15;17.011,95;17.091,50;79,55;15.748,84
25.11.2025 07:15;25.11.2025 07:30;17.258,18;17.315,28;57,10;16.000,16
25.11.2025 07:30;25.11.2025 07:45;17.430,96;17.438,69;7,73;16.154,93
25.11.2025 07:45;25.11.2025 08:00;17.645,40;17.648,79;3,39;16.344,29
25.11.2025 08:00;25.11.2025 08:15;17.863,41;17.866,25;2,84;16.529,67
25.11.2025 08:15;25.11.2025 08:30;17.989,26;17.991,62;2,36;16.609,17
25.11.2025 08:30;25.11.2025 08:45;18.127,16;18.128,69;1,53;16.620,24
25.11.2025 08:45;25.11.2025 09:00;18.101,32;18.102,83;1,51;16.462,32
25.11.2025 09:00;25.11.2025 09:15;18.033,43;18.035,49;2,06;16.252,11
25.11.2025 09:15;25.11.2025 09:30;18.109,48;18.111,39;1,91;16.186,69
25.11.2025 09:30;25.11.2025 09:45;18.173,85;18.189,15;15,30;16.098,29
25.11.2025 09:45;25.11.2025 10:00;18.141,12;18.163,87;22,75;15.894,88
25.11.2025 10:00;25.11.2025 10:15;18.138,75;18.161,57;22,83;15.788,27
25.11.2025 10:15;25.11.2025 10:30;18.051,79;18.074,44;22,65;15.569,19
25.11.2025 10:30;25.11.2025 10:45;18.071,03;18.094,31;23,28;15.433,32
25.11.2025 10:45;25.11.2025 11:00;18.047,47;18.071,25;23,78;15.267,07
25.11.2025 11:00;25.11.2025 11:15;18.076,44;18.107,59;31,15;15.220,18
25.11.2025 11:15;25.11.2025 11:30;18.161,58;18.247,50;85,92;15.250,27
25.11.2025 11:30;25.11.2025 11:45;18.129,01;18.214,67;85,66;15.217,82
25.11.2025 11:45;25.11.2025 12:00;18.049,95;18.080,58;30,63;15.133,29
25.11.2025 12:00;25.11.2025 12:15;17.969,91;17.985,95;16,04;15.076,04
25.11.2025 12:15;25.11.2025 12:30;17.911,64;17.921,27;9,63;15.056,31
25.11.2025 12:30;25.11.2025 12:45;17.888,47;17.898,02;9,55;15.104,91
25.11.2025 12:45;25.11.2025 13:00;17.882,77;17.884,13;1,36;15.212,91
25.11.2025 13:00;25.11.2025 13:15;17.932,97;17.933,81;0,85;15.387,20
25.11.2025 13:15;25.11.2025 13:30;17.849,85;17.850,68;0,83;15.416,09
25.11.2025 13:30;25.11.2025 13:45;17.754,09;17.755,09;1,01;15.413,51
25.11.2025 13:45;25.11.2025 14:00;17.662,33;17.663,31;0,98;15.464,53
25.11.2025 14:00;25.11.2025 14:15;17.636,31;17.637,07;0,77;15.543,76
25.11.2025 14:15;25.11.2025 14:30;17.665,37;17.666,00;0,62;15.742,62
25.11.2025 14:30;25.11.2025 14:45;17.622,48;17.622,97;0,48;15.897,18
25.11.2025 14:45;25.11.2025 15:00;17.509,35;17.509,87;0,52;15.923,22
25.11.2025 15:00;25.11.2025 15:15;17.613,31;17.613,86;0,55;16.177,84
25.11.2025 15:15;25.11.2025 15:30;17.577,40;17.579,74;2,34;16.195,21
25.11.2025 15:30;25.11.2025 15:45;17.570,63;17.573,19;2,55;16.238,04
25.11.2025 15:45;25.11.2025 16:00;17.515,88;17.518,44;2,56;16.232,56
25.11.2025 16:00;25.11.2025 16:15;17.620,87;17.623,97;3,10;16.354,82
25.11.2025 16:15;25.11.2025 16:30;17.646,69;17.650,00;3,31;16.348,45
25.11.2025 16:30;25.11.2025 16:45;17.804,08;17.807,06;2,98;16.421,71
25.11.2025 16:45;25.11.2025 17:00;17.921,49;17.924,50;3,01;16.470,37
25.11.2025 17:00;25.11.2025 17:15;18.015,25;18.018,24;3,00;16.515,48
25.11.2025 17:15;25.11.2025 17:30;18.026,04;18.029,04;3,00;16.489,14
25.11.2025 17:30;25.11.2025 17:45;18.066,78;18.069,78;3,00;16.505,37
25.11.2025 17:45;25.11.2025 18:00;18.036,47;18.039,45;2,98;16.451,96
25.11.2025 18:00;25.11.2025 18:15;17.980,83;17.982,71;1,88;16.390,80
25.11.2025 18:15;25.11.2025 18:30;17.929,87;17.930,25;0,37;16.318,13
25.11.2025 18:30;25.11.2025 18:45;17.903,91;17.904,99;1,08;16.283,80
25.11.2025 18:45;25.11.2025 19:00;17.806,43;17.807,61;1,18;16.183,84
25.11.2025 19:00;25.11.2025 19:15;17.669,41;17.670,89;1,48;16.059,29
25.11.2025 19:15;25.11.2025 19:30;17.538,37;17.540,43;2,06;15.973,31
25.11.2025 19:30;25.11.2025 19:45;17.438,07;17.455,50;17,43;15.922,81
25.11.2025 19:45;25.11.2025 20:00;17.258,19;17.275,53;17,34;15.775,94
25.11.2025 20:00;25.11.2025 20:15;16.871,61;16.889,04;17,43;15.388,88
25.11.2025 20:15;25.11.2025 20:30;16.682,62;16.702,35;19,73;15.196,51
25.11.2025 20:30;25.11.2025 20:45;16.435,03;16.455,04;20,02;14.936,78
25.11.2025 20:45;25.11.2025 21:00;16.217,63;16.324,01;106,38;14.766,43
25.11.2025 21:00;25.11.2025 21:15;15.980,49;16.176,11;195,61;14.529,41
25.11.2025 21:15;25.11.2025 21:30;15.796,70;16.013,61;216,91;14.363,65
25.11.2025 21:30;25.11.2025 21:45;15.609,49;15.955,99;346,50;14.211,83
25.11.2025 21:45;25.11.2025 22:00;15.391,48;15.775,61;384,13;14.044,66
25.11.2025 22:00;25.11.2025 22:15;15.074,95;15.466,70;391,75;13.735,53
25.11.2025 22:15;25.11.2025 22:30;14.912,04;15.459,35;547,31;13.580,75
25.11.2025 22:30;25.11.2025 22:45;14.697,10;15.469,00;771,90;13.386,78
25.11.2025 22:45;25.11.2025 23:00;14.518,72;15.525,72;1.007,00;13.199,59
25.11.2025 23:00;25.11.2025 23:15;14.227,94;15.163,72;935,77;12.916,32
25.11.2025 23:15;25.11.2025 23:30;13.878,20;15.044,15;1.165,95;12.576,19
25.11.2025 23:30;25.11.2025 23:45;13.695,84;14.866,80;1.170,96;12.378,30
25.11.2025 23:45;26.11.2025 00:00;13.520,42;14.839,96;1.319,54;12.167,41
26.11.2025 00:00;26.11.2025 00:15;13.245,74;14.517,35;1.271,61;11.844,35
26.11.2025 00:15;26.11.2025 00:30;13.113,26;14.387,91;1.274,64;11.696,38
26.11.2025 00:30;26.11.2025 00:45;12.998,14;14.301,78;1.303,63;11.560,52
26.11.2025 00:45;26.11.2025 01:00;12.933,79;14.268,85;1.335,06;11.496,91
26.11.2025 01:00;26.11.2025 01:15;12.832,34;14.180,81;1.348,47;11.399,83
26.11.2025 01:15;26.11.2025 01:30;12.718,04;14.031,16;1.313,12;11.267,50
26.11.2025 01:30;26.11.2025 01:45;12.566,72;13.885,04;1.318,32;11.100,62
26.11.2025 01:45;26.11.2025 02:00;12.554,76;13.886,56;1.331,80;11.064,25
26.11.2025 02:00;26.11.2025 02:15;12.571,91;13.885,13;1.313,22;11.068,96
26.11.2025 02:15;26.11.2025 02:30;12.453,74;13.768,06;1.314,31;10.970,65
26.11.2025 02:30;26.11.2025 02:45;12.441,99;13.824,03;1.382,04;10.987,72
26.11.2025 02:45;26.11.2025 03:00;12.360,74;13.704,05;1.343,32;10.915,65
26.11.2025 03:00;26.11.2025 03:15;12.369,78;13.708,27;1.338,49;10.907,83
26.11.2025 03:15;26.11.2025 03:30;12.405,99;13.782,48;1.376,49;10.923,69
26.11.2025 03:30;26.11.2025 03:45;12.397,02;13.772,52;1.375,50;10.875,31
26.11.2025 03:45;26.11.2025 04:00;12.436,36;13.810,84;1.374,48;10.850,03
26.11.2025 04:00;26.11.2025 04:15;12.659,52;14.027,18;1.367,66;10.999,49
26.11.2025 04:15;26.11.2025 04:30;12.747,82;14.071,19;1.323,37;11.096,70
26.11.2025 04:30;26.11.2025 04:45;12.859,87;14.189,30;1.329,43;11.186,25
26.11.2025 04:45;26.11.2025 05:00;12.955,09;14.233,65;1.278,56;11.248,89
26.11.2025 05:00;26.11.2025 05:15;13.334,55;14.569,23;1.234,68;11.604,38
26.11.2025 05:15;26.11.2025 05:30;13.545,70;14.727,79;1.182,09;11.812,40
26.11.2025 05:30;26.11.2025 05:45;13.807,99;14.881,51;1.073,53;12.064,88
26.11.2025 05:45;26.11.2025 06:00;14.206,04;15.177,64;971,60;12.464,74
26.11.2025 06:00;26.11.2025 06:15;14.856,51;15.682,51;826,00;13.115,32
26.11.2025 06:15;26.11.2025 06:30;15.510,69;16.032,44;521,76;13.792,96
26.11.2025 06:30;26.11.2025 06:45;16.003,44;16.349,73;346,29;14.309,10
26.11.2025 06:45;26.11.2025 07:00;16.422,25;16.611,26;189,01;14.719,02
26.11.2025 07:00;26.11.2025 07:15;16.853,82;16.949,64;95,82;15.144,95
26.11.2025 07:15;26.11.2025 07:30;17.061,02;17.068,06;7,04;15.379,65
26.11.2025 07:30;26.11.2025 07:45;17.248,16;17.249,64;1,49;15.558,61
26.11.2025 07:45;26.11.2025 08:00;17.431,69;17.432,95;1,26;15.724,02
26.11.2025 08:00;26.11.2025 08:15;17.763,20;17.764,70;1,50;16.039,11
26.11.2025 08:15;26.11.2025 08:30;17.951,38;17.952,87;1,49;16.167,16
26.11.2025 08:30;26.11.2025 08:45;18.068,53;18.070,01;1,48;16.193,89
26.11.2025 08:45;26.11.2025 09:00;18.085,63;18.087,11;1,48;16.109,67
26.11.2025 09:00;26.11.2025 09:15;18.046,33;18.047,80;1,47;15.988,97
26.11.2025 09:15;26.11.2025 09:30;18.073,63;18.075,11;1,47;15.883,55
26.11.2025 09:30;26.11.2025 09:45;18.187,81;18.189,31;1,50;15.852,21
26.11.2025 09:45;26.11.2025 10:00;18.178,28;18.179,78;1,50;15.711,98
26.11.2025 10:00;26.11.2025 10:15;18.184,00;18.185,51;1,50;15.655,10
26.11.2025 10:15;26.11.2025 10:30;18.212,62;18.214,13;1,50;15.583,35
26.11.2025 10:30;26.11.2025 10:45;18.272,49;18.274,04;1,54;15.496,79
26.11.2025 10:45;26.11.2025 11:00;18.354,09;18.362,87;8,78;15.484,12
26.11.2025 11:00;26.11.2025 11:15;18.343,26;18.352,41;9,15;15.418,47
26.11.2025 11:15;26.11.2025 11:30;18.363,64;18.380,37;16,74;15.421,52
26.11.2025 11:30;26.11.2025 11:45;18.343,76;18.410,33;66,58;15.420,84
26.11.2025 11:45;26.11.2025 12:00;18.362,43;18.386,33;23,90;15.474,79
26.11.2025 12:00;26.11.2025 12:15;18.316,50;18.340,77;24,28;15.464,43
26.11.2025 12:15;26.11.2025 12:30;18.328,76;18.353,03;24,27;15.495,05
26.11.2025 12:30;26.11.2025 12:45;18.342,41;18.366,60;24,19;15.559,52
26.11.2025 12:45;26.11.2025 13:00;18.248,96;18.273,18;24,22;15.505,47
26.11.2025 13:00;26.11.2025 13:15;18.301,00;18.317,70;16,70;15.628,74
26.11.2025 13:15;26.11.2025 13:30;18.198,29;18.207,31;9,01;15.630,15
26.11.2025 13:30;26.11.2025 13:45;18.148,46;18.174,69;26,23;15.641,33
26.11.2025 13:45;26.11.2025 14:00;17.972,35;17.998,52;26,17;15.580,99
26.11.2025 14:00;26.11.2025 14:15;17.926,62;17.935,27;8,65;15.655,74
26.11.2025 14:15;26.11.2025 14:30;17.956,29;17.964,86;8,57;15.814,51
26.11.2025 14:30;26.11.2025 14:45;17.961,04;17.969,64;8,60;15.948,97
26.11.2025 14:45;26.11.2025 15:00;17.854,34;17.861,09;6,74;15.997,77
26.11.2025 15:00;26.11.2025 15:15;17.861,48;17.863,98;2,50;16.124,17
26.11.2025 15:15;26.11.2025 15:30;17.791,91;17.794,09;2,18;16.130,08
26.11.2025 15:30;26.11.2025 15:45;17.765,72;17.768,10;2,38;16.180,61
26.11.2025 15:45;26.11.2025 16:00;17.699,66;17.701,83;2,17;16.173,06
26.11.2025 16:00;26.11.2025 16:15;17.793,39;17.796,56;3,17;16.301,84
26.11.2025 16:15;26.11.2025 16:30;17.837,29;17.840,24;2,95;16.324,01
26.11.2025 16:30;26.11.2025 16:45;17.979,73;17.982,07;2,35;16.439,05
26.11.2025 16:45;26.11.2025 17:00;18.085,49;18.086,79;1,29;16.518,38
26.11.2025 17:00;26.11.2025 17:15;18.188,85;18.192,42;3,57;16.626,90
26.11.2025 17:15;26.11.2025 17:30;18.203,80;18.205,08;1,28;16.671,70
26.11.2025 17:30;26.11.2025 17:45;18.263,10;18.264,57;1,47;16.714,66
26.11.2025 17:45;26.11.2025 18:00;18.239,24;18.240,52;1,28;16.674,16
26.11.2025 18:00;26.11.2025 18:15;18.216,94;18.218,20;1,26;16.656,63
26.11.2025 18:15;26.11.2025 18:30;18.142,76;18.144,02;1,26;16.565,79
26.11.2025 18:30;26.11.2025 18:45;18.080,25;18.081,78;1,54;16.519,49
26.11.2025 18:45;26.11.2025 19:00;18.032,40;18.033,93;1,52;16.468,62
26.11.2025 19:00;26.11.2025 19:15;17.893,40;17.894,92;1,52;16.291,71
26.11.2025 19:15;26.11.2025 19:30;17.689,49;17.691,01;1,52;16.038,76
26.11.2025 19:30;26.11.2025 19:45;17.568,94;17.570,45;1,50;15.865,93
26.11.2025 19:45;26.11.2025 20:00;17.437,79;17.439,05;1,26;15.706,72
26.11.2025 20:00;26.11.2025 20:15;17.066,63;17.074,35;7,73;15.238,93
26.11.2025 20:15;26.11.2025 20:30;16.813,28;16.831,31;18,03;14.911,34
26.11.2025 20:30;26.11.2025 20:45;16.536,09;16.542,21;6,12;14.617,52
26.11.2025 20:45;26.11.2025 21:00;16.280,57;16.281,98;1,41;14.344,04
26.11.2025 21:00;26.11.2025 21:15;16.136,52;16.137,89;1,37;14.148,19
26.11.2025 21:15;26.11.2025 21:30;15.961,73;15.964,23;2,49;13.911,60
26.11.2025 21:30;26.11.2025 21:45;15.738,89;15.747,54;8,65;13.612,98
26.11.2025 21:45;26.11.2025 22:00;15.527,00;15.630,20;103,20;13.306,00
26.11.2025 22:00;26.11.2025 22:15;15.361,70;15.387,55;25,85;13.040,83
26.11.2025 22:15;26.11.2025 22:30;15.196,47;15.253,09;56,62;12.733,02
26.11.2025 22:30;26.11.2025 22:45;14.993,32;15.120,29;126,97;12.474,27
26.11.2025 22:45;26.11.2025 23:00;14.730,06;14.976,76;246,70;12.094,06
26.11.2025 23:00;26.11.2025 23:15;14.425,09;14.610,09;185,00;11.718,22
26.11.2025 23:15;26.11.2025 23:30;14.219,17;14.400,95;181,78;11.450,95
26.11.2025 23:30;26.11.2025 23:45;14.028,48;14.264,79;236,30;11.122,78
26.11.2025 23:45;27.11.2025 00:00;13.801,01;14.033,10;232,09;10.748,44
27.11.2025 00:00;27.11.2025 00:15;13.359,87;13.569,80;209,93;10.130,54
27.11.2025 00:15;27.11.2025 00:30;13.229,72;13.475,51;245,79;9.863,95
27.11.2025 00:30;27.11.2025 00:45;13.044,92;13.325,24;280,32;9.588,95
27.11.2025 00:45;27.11.2025 01:00;12.873,41;13.354,26;480,85;9.292,40
27.11.2025 01:00;27.11.2025 01:15;12.740,96;13.130,46;389,49;9.057,55
27.11.2025 01:15;27.11.2025 01:30;12.643,06;13.252,34;609,28;8.911,97
27.11.2025 01:30;27.11.2025 01:45;12.546,76;13.208,05;661,29;8.734,85
27.11.2025 01:45;27.11.2025 02:00;12.605,81;13.518,16;912,34;8.689,13
27.11.2025 02:00;27.11.2025 02:15;12.438,57;13.248,77;810,20;8.414,17
27.11.2025 02:15;27.11.2025 02:30;12.325,90;13.363,79;1.037,89;8.195,04
27.11.2025 02:30;27.11.2025 02:45;12.446,06;13.662,32;1.216,26;8.258,19
27.11.2025 02:45;27.11.2025 03:00;12.438,73;13.699,19;1.260,47;8.175,56
27.11.2025 03:00;27.11.2025 03:15;12.394,86;13.584,08;1.189,21;8.074,90
27.11.2025 03:15;27.11.2025 03:30;12.438,88;13.685,32;1.246,44;8.024,72
27.11.2025 03:30;27.11.2025 03:45;12.521,72;13.775,12;1.253,40;8.000,33
27.11.2025 03:45;27.11.2025 04:00;12.584,97;13.772,12;1.187,15;7.948,13
27.11.2025 04:00;27.11.2025 04:15;12.741,15;13.902,85;1.161,69;8.005,90
27.11.2025 04:15;27.11.2025 04:30;12.842,08;13.953,41;1.111,33;7.987,02
27.11.2025 04:30;27.11.2025 04:45;12.899,73;14.157,66;1.257,93;7.894,92
27.11.2025 04:45;27.11.2025 05:00;13.116,26;14.296,16;1.179,89;7.975,74
27.11.2025 05:00;27.11.2025 05:15;13.472,28;14.610,25;1.137,97;8.294,61
27.11.2025 05:15;27.11.2025 05:30;13.755,29;14.764,04;1.008,74;8.463,16
27.11.2025 05:30;27.11.2025 05:45;14.164,75;15.017,55;852,80;8.757,19
27.11.2025 05:45;27.11.2025 06:00;14.637,23;15.211,03;573,79;9.203,20
27.11.2025 06:00;27.11.2025 06:15;15.236,23;15.676,57;440,34;9.502,90
27.11.2025 06:15;27.11.2025 06:30;15.932,62;16.132,26;199,64;10.016,62
27.11.2025 06:30;27.11.2025 06:45;16.336,05;16.466,33;130,29;10.255,86
27.11.2025 06:45;27.11.2025 07:00;16.740,51;16.749,94;9,43;10.606,23
27.11.2025 07:00;27.11.2025 07:15;17.136,62;17.145,27;8,65;11.038,38
27.11.2025 07:15;27.11.2025 07:30;17.552,42;17.560,67;8,25;11.376,65
27.11.2025 07:30;27.11.2025 07:45;17.736,73;17.744,54;7,81;11.406,66
27.11.2025 07:45;27.11.2025 08:00;17.967,75;17.974,91;7,15;11.518,73
27.11.2025 08:00;27.11.2025 08:15;18.182,94;18.188,72;5,78;11.646,48
27.11.2025 08:15;27.11.2025 08:30;18.495,41;18.499,28;3,87;11.729,93
27.11.2025 08:30;27.11.2025 08:45;18.576,89;18.579,78;2,89;11.620,52
27.11.2025 08:45;27.11.2025 09:00;18.590,38;18.592,35;1,97;11.395,86
27.11.2025 09:00;27.11.2025 09:15;18.476,94;18.479,40;2,46;10.915,17
27.11.2025 09:15;27.11.2025 09:30;18.526,52;18.528,97;2,45;10.668,61
27.11.2025 09:30;27.11.2025 09:45;18.605,19;18.611,75;6,56;10.472,02
27.11.2025 09:45;27.11.2025 10:00;18.590,39;18.628,32;37,93;10.217,19
27.11.2025 10:00;27.11.2025 10:15;18.548,29;18.555,04;6,75;9.850,40
27.11.2025 10:15;27.11.2025 10:30;18.468,01;18.477,19;9,18;9.370,26
27.11.2025 10:30;27.11.2025 10:45;18.514,45;18.553,69;39,24;9.094,21
27.11.2025 10:45;27.11.2025 11:00;18.574,88;18.686,79;111,91;8.932,26
27.11.2025 11:00;27.11.2025 11:15;18.454,59;18.605,62;151,03;8.550,59
27.11.2025 11:15;27.11.2025 11:30;18.532,38;18.751,70;219,32;8.339,35
27.11.2025 11:30;27.11.2025 11:45;18.662,51;18.938,70;276,19;8.366,54
