Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
07.11.2024 19:45;07.11.2024 20:00;15.911,75;15.913,00;1,25;14.921,50
07.11.2024 20:00;07.11.2024 20:15;15.580,25;15.581,50;1,25;14.548,50
07.11.2024 20:15;07.11.2024 20:30;15.272,75;15.275,75;3,00;14.229,00
07.11.2024 20:30;07.11.2024 20:45;15.098,25;15.177,00;78,75;14.041,50
07.11.2024 20:45;07.11.2024 21:00;14.864,25;14.882,25;18,00;13.770,25
07.11.2024 21:00;07.11.2024 21:15;14.663,75;14.679,00;15,25;13.521,00
07.11.2024 21:15;07.11.2024 21:30;14.453,00;14.463,25;10,25;13.250,00
07.11.2024 21:30;07.11.2024 21:45;14.242,50;14.361,00;118,50;12.979,75
07.11.2024 21:45;07.11.2024 22:00;14.011,50;14.246,25;234,75;12.691,50
07.11.2024 22:00;07.11.2024 22:15;13.859,75;13.905,00;45,25;12.523,50
07.11.2024 22:15;07.11.2024 22:30;13.644,25;13.671,00;26,75;12.278,00
07.11.2024 22:30;07.11.2024 22:45;13.346,25;13.563,50;217,25;11.930,50
07.11.2024 22:45;07.11.2024 23:00;13.196,00;13.458,00;262,00;11.742,00
07.11.2024 23:00;07.11.2024 23:15;12.948,50;13.062,75;114,25;11.481,00
07.11.2024 23:15;07.11.2024 23:30;12.694,25;12.815,25;121,00;11.203,00
07.11.2024 23:30;07.11.2024 23:45;12.506,25;12.836,00;329,75;10.996,25
07.11.2024 23:45;08.11.2024 00:00;12.308,75;12.730,00;421,25;10.744,25
08.11.2024 00:00;08.11.2024 00:15;12.041,50;12.426,50;385,00;10.441,50
08.11.2024 00:15;08.11.2024 00:30;11.865,00;12.249,75;384,75;10.253,25
08.11.2024 00:30;08.11.2024 00:45;11.816,75;12.372,00;555,25;10.196,00
08.11.2024 00:45;08.11.2024 01:00;11.690,25;12.325,25;635,00;10.082,75
08.11.2024 01:00;08.11.2024 01:15;11.609,75;12.338,50;728,75;10.044,50
08.11.2024 01:15;08.11.2024 01:30;11.461,25;12.161,00;699,75;9.931,25
08.11.2024 01:30;08.11.2024 01:45;11.425,00;12.271,75;846,75;9.918,00
08.11.2024 01:45;08.11.2024 02:00;11.435,25;12.363,00;927,75;9.933,25
08.11.2024 02:00;08.11.2024 02:15;11.406,00;12.108,25;702,25;9.926,50
08.11.2024 02:15;08.11.2024 02:30;11.277,25;12.063,50;786,25;9.843,50
08.11.2024 02:30;08.11.2024 02:45;11.336,25;12.136,50;800,25;9.896,25
08.11.2024 02:45;08.11.2024 03:00;11.362,25;12.223,50;861,25;9.905,50
08.11.2024 03:00;08.11.2024 03:15;11.413,75;12.379,25;965,50;9.972,75
08.11.2024 03:15;08.11.2024 03:30;11.345,00;12.185,75;840,75;9.895,50
08.11.2024 03:30;08.11.2024 03:45;11.335,75;12.176,25;840,50;9.852,00
08.11.2024 03:45;08.11.2024 04:00;11.437,00;12.262,50;825,50;9.908,00
08.11.2024 04:00;08.11.2024 04:15;11.674,50;12.665,25;990,75;10.075,75
08.11.2024 04:15;08.11.2024 04:30;11.738,50;12.641,25;902,75;10.066,25
08.11.2024 04:30;08.11.2024 04:45;11.847,00;12.650,00;803,00;10.115,50
08.11.2024 04:45;08.11.2024 05:00;11.939,75;12.712,00;772,25;10.160,50
08.11.2024 05:00;08.11.2024 05:15;12.262,50;13.227,25;964,75;10.441,50
08.11.2024 05:15;08.11.2024 05:30;12.397,00;13.175,00;778,00;10.512,50
08.11.2024 05:30;08.11.2024 05:45;12.664,25;13.239,50;575,25;10.715,75
08.11.2024 05:45;08.11.2024 06:00;12.994,50;13.506,50;512,00;10.982,00
08.11.2024 06:00;08.11.2024 06:15;13.691,25;14.128,50;437,25;11.622,50
08.11.2024 06:15;08.11.2024 06:30;14.129,75;14.255,75;126,00;12.028,25
08.11.2024 06:30;08.11.2024 06:45;14.579,50;14.682,25;102,75;12.450,25
08.11.2024 06:45;08.11.2024 07:00;14.947,50;15.008,75;61,25;12.766,25
08.11.2024 07:00;08.11.2024 07:15;15.388,75;15.392,75;4,00;13.135,00
08.11.2024 07:15;08.11.2024 07:30;15.599,75;15.603,75;4,00;13.233,25
08.11.2024 07:30;08.11.2024 07:45;15.746,00;15.749,75;3,75;13.257,50
08.11.2024 07:45;08.11.2024 08:00;16.023,25;16.026,25;3,00;13.436,50
08.11.2024 08:00;08.11.2024 08:15;16.270,00;16.273,00;3,00;13.576,00
08.11.2024 08:15;08.11.2024 08:30;16.403,50;16.406,50;3,00;13.575,75
08.11.2024 08:30;08.11.2024 08:45;16.498,75;16.501,75;3,00;13.473,25
08.11.2024 08:45;08.11.2024 09:00;16.566,25;16.575,50;9,25;13.331,00
08.11.2024 09:00;08.11.2024 09:15;16.524,00;16.528,75;4,75;13.097,50
08.11.2024 09:15;08.11.2024 09:30;16.599,50;16.602,75;3,25;13.032,25
08.11.2024 09:30;08.11.2024 09:45;16.640,50;16.643,75;3,25;12.934,25
08.11.2024 09:45;08.11.2024 10:00;16.758,25;16.761,75;3,50;12.938,50
08.11.2024 10:00;08.11.2024 10:15;16.663,00;16.666,50;3,50;12.711,00
08.11.2024 10:15;08.11.2024 10:30;16.736,00;16.767,25;31,25;12.627,75
08.11.2024 10:30;08.11.2024 10:45;16.830,50;16.919,50;89,00;12.587,50
08.11.2024 10:45;08.11.2024 11:00;16.852,25;16.962,50;110,25;12.509,50
08.11.2024 11:00;08.11.2024 11:15;16.860,50;16.876,75;16,25;12.471,00
08.11.2024 11:15;08.11.2024 11:30;16.860,25;16.865,00;4,75;12.439,00
08.11.2024 11:30;08.11.2024 11:45;16.869,25;16.912,50;43,25;12.455,00
08.11.2024 11:45;08.11.2024 12:00;16.893,25;16.943,50;50,25;12.488,00
08.11.2024 12:00;08.11.2024 12:15;16.788,25;16.808,50;20,25;12.381,00
08.11.2024 12:15;08.11.2024 12:30;16.723,25;16.755,75;32,50;12.353,50
08.11.2024 12:30;08.11.2024 12:45;16.720,50;16.751,25;30,75;12.284,50
08.11.2024 12:45;08.11.2024 13:00;16.661,25;16.693,25;32,00;12.297,25
08.11.2024 13:00;08.11.2024 13:15;16.652,75;16.672,75;20,00;12.367,00
08.11.2024 13:15;08.11.2024 13:30;16.580,75;16.603,50;22,75;12.365,00
08.11.2024 13:30;08.11.2024 13:45;16.439,25;16.457,00;17,75;12.237,75
08.11.2024 13:45;08.11.2024 14:00;16.304,75;16.327,00;22,25;12.175,75
08.11.2024 14:00;08.11.2024 14:15;16.215,00;16.225,25;10,25;12.192,25
08.11.2024 14:15;08.11.2024 14:30;16.157,00;16.158,50;1,50;12.244,75
08.11.2024 14:30;08.11.2024 14:45;16.075,50;16.080,75;5,25;12.262,00
08.11.2024 14:45;08.11.2024 15:00;16.038,75;16.045,50;6,75;12.334,50
08.11.2024 15:00;08.11.2024 15:15;16.062,25;16.064,50;2,25;12.456,25
08.11.2024 15:15;08.11.2024 15:30;15.970,50;15.974,00;3,50;12.417,50
08.11.2024 15:30;08.11.2024 15:45;16.003,75;16.007,00;3,25;12.478,75
08.11.2024 15:45;08.11.2024 16:00;16.029,25;16.031,75;2,50;12.538,50
08.11.2024 16:00;08.11.2024 16:15;16.141,75;16.149,00;7,25;12.606,75
08.11.2024 16:15;08.11.2024 16:30;16.024,25;16.028,50;4,25;12.419,00
08.11.2024 16:30;08.11.2024 16:45;16.224,25;16.228,25;4,00;12.569,50
08.11.2024 16:45;08.11.2024 17:00;16.346,75;16.349,25;2,50;12.593,75
08.11.2024 17:00;08.11.2024 17:15;16.521,75;16.524,75;3,00;12.674,25
08.11.2024 17:15;08.11.2024 17:30;16.566,00;16.567,25;1,25;12.680,50
08.11.2024 17:30;08.11.2024 17:45;16.620,25;16.621,25;1,00;12.693,75
08.11.2024 17:45;08.11.2024 18:00;16.632,75;16.633,75;1,00;12.669,50
08.11.2024 18:00;08.11.2024 18:15;16.469,50;16.470,50;1,00;12.570,75
08.11.2024 18:15;08.11.2024 18:30;16.395,50;16.396,75;1,25;12.473,50
08.11.2024 18:30;08.11.2024 18:45;16.272,00;16.274,00;2,00;12.338,50
08.11.2024 18:45;08.11.2024 19:00;16.145,00;16.146,75;1,75;12.190,00
08.11.2024 19:00;08.11.2024 19:15;16.024,25;16.026,50;2,25;11.979,25
08.11.2024 19:15;08.11.2024 19:30;15.821,50;15.823,75;2,25;11.809,25
08.11.2024 19:30;08.11.2024 19:45;15.681,00;15.683,50;2,50;11.703,75
08.11.2024 19:45;08.11.2024 20:00;15.459,25;15.463,25;4,00;11.520,00
08.11.2024 20:00;08.11.2024 20:15;15.222,25;15.224,75;2,50;11.342,50
08.11.2024 20:15;08.11.2024 20:30;14.904,50;14.906,25;1,75;11.129,00
08.11.2024 20:30;08.11.2024 20:45;14.663,50;14.665,25;1,75;11.018,00
08.11.2024 20:45;08.11.2024 21:00;14.459,00;14.499,00;40,00;10.948,25
08.11.2024 21:00;08.11.2024 21:15;14.202,00;14.205,00;3,00;10.780,50
08.11.2024 21:15;08.11.2024 21:30;13.976,00;13.977,75;1,75;10.605,25
08.11.2024 21:30;08.11.2024 21:45;13.781,25;13.815,50;34,25;10.506,25
08.11.2024 21:45;08.11.2024 22:00;13.626,50;13.668,25;41,75;10.458,00
08.11.2024 22:00;08.11.2024 22:15;13.468,00;13.561,75;93,75;10.407,50
08.11.2024 22:15;08.11.2024 22:30;13.250,75;13.369,50;118,75;10.264,00
08.11.2024 22:30;08.11.2024 22:45;13.041,25;13.091,00;49,75;10.121,25
08.11.2024 22:45;08.11.2024 23:00;12.917,50;13.031,00;113,50;10.071,00
08.11.2024 23:00;08.11.2024 23:15;12.745,00;12.826,25;81,25;9.988,00
08.11.2024 23:15;08.11.2024 23:30;12.569,00;12.677,25;108,25;9.857,50
08.11.2024 23:30;08.11.2024 23:45;12.409,75;12.575,25;165,50;9.780,00
08.11.2024 23:45;09.11.2024 00:00;12.134,75;12.453,00;318,25;9.560,25
09.11.2024 00:00;09.11.2024 00:15;11.950,00;12.196,25;246,25;9.430,00
09.11.2024 00:15;09.11.2024 00:30;11.774,25;11.946,00;171,75;9.352,25
09.11.2024 00:30;09.11.2024 00:45;11.564,50;11.853,00;288,50;9.165,00
09.11.2024 00:45;09.11.2024 01:00;11.382,25;11.675,50;293,25;8.996,50
09.11.2024 01:00;09.11.2024 01:15;11.083,75;11.211,50;127,75;8.732,75
09.11.2024 01:15;09.11.2024 01:30;11.011,75;11.157,25;145,50;8.706,25
09.11.2024 01:30;09.11.2024 01:45;10.939,25;11.139,25;200,00;8.677,50
09.11.2024 01:45;09.11.2024 02:00;10.792,75;11.095,75;303,00;8.574,75
09.11.2024 02:00;09.11.2024 02:15;10.836,00;11.372,25;536,25;8.639,75
09.11.2024 02:15;09.11.2024 02:30;10.749,00;11.348,50;599,50;8.604,50
09.11.2024 02:30;09.11.2024 02:45;10.720,25;11.379,25;659,00;8.604,00
09.11.2024 02:45;09.11.2024 03:00;10.706,75;11.373,75;667,00;8.636,50
09.11.2024 03:00;09.11.2024 03:15;10.697,25;11.420,50;723,25;8.645,75
09.11.2024 03:15;09.11.2024 03:30;10.654,75;11.493,25;838,50;8.622,25
09.11.2024 03:30;09.11.2024 03:45;10.631,50;11.408,75;777,25;8.605,25
09.11.2024 03:45;09.11.2024 04:00;10.662,00;11.461,50;799,50;8.662,75
09.11.2024 04:00;09.11.2024 04:15;10.593,50;11.448,75;855,25;8.627,75
09.11.2024 04:15;09.11.2024 04:30;10.607,75;11.377,75;770,00;8.655,00
09.11.2024 04:30;09.11.2024 04:45;10.628,75;11.398,25;769,50;8.692,00
09.11.2024 04:45;09.11.2024 05:00;10.671,25;11.390,50;719,25;8.739,25
09.11.2024 05:00;09.11.2024 05:15;10.791,25;11.546,00;754,75;8.869,75
09.11.2024 05:15;09.11.2024 05:30;10.821,75;11.566,25;744,50;8.918,50
09.11.2024 05:30;09.11.2024 05:45;10.849,25;11.485,25;636,00;8.989,00
09.11.2024 05:45;09.11.2024 06:00;10.931,00;11.514,75;583,75;9.103,00
09.11.2024 06:00;09.11.2024 06:15;11.203,75;11.521,00;317,25;9.391,75
09.11.2024 06:15;09.11.2024 06:30;11.233,50;11.426,00;192,50;9.476,00
09.11.2024 06:30;09.11.2024 06:45;11.349,25;11.456,25;107,00;9.676,75
09.11.2024 06:45;09.11.2024 07:00;11.510,50;11.571,75;61,25;9.890,50
09.11.2024 07:00;09.11.2024 07:15;11.735,25;11.916,25;181,00;10.167,00
09.11.2024 07:15;09.11.2024 07:30;11.850,75;11.951,00;100,25;10.297,25
09.11.2024 07:30;09.11.2024 07:45;11.979,25;12.046,75;67,50;10.432,00
09.11.2024 07:45;09.11.2024 08:00;12.197,75;12.256,25;58,50;10.636,00
09.11.2024 08:00;09.11.2024 08:15;12.496,00;12.511,00;15,00;10.898,00
09.11.2024 08:15;09.11.2024 08:30;12.666,25;12.681,75;15,50;11.001,75
09.11.2024 08:30;09.11.2024 08:45;12.791,00;12.799,25;8,25;11.041,00
09.11.2024 08:45;09.11.2024 09:00;12.985,25;13.009,00;23,75;11.149,00
09.11.2024 09:00;09.11.2024 09:15;13.080,00;13.084,75;4,75;11.125,25
09.11.2024 09:15;09.11.2024 09:30;13.266,25;13.271,00;4,75;11.195,00
09.11.2024 09:30;09.11.2024 09:45;13.484,75;13.493,25;8,50;11.318,75
09.11.2024 09:45;09.11.2024 10:00;13.540,75;13.566,75;26,00;11.277,25
09.11.2024 10:00;09.11.2024 10:15;13.604,75;13.609,25;4,50;11.249,25
09.11.2024 10:15;09.11.2024 10:30;13.619,00;13.636,75;17,75;11.149,75
09.11.2024 10:30;09.11.2024 10:45;13.721,25;13.799,50;78,25;11.120,50
09.11.2024 10:45;09.11.2024 11:00;13.820,50;13.966,75;146,25;11.112,50
09.11.2024 11:00;09.11.2024 11:15;13.834,75;14.122,75;288,00;11.028,75
09.11.2024 11:15;09.11.2024 11:30;13.916,25;14.243,25;327,00;11.010,75
09.11.2024 11:30;09.11.2024 11:45;13.932,50;14.347,00;414,50;10.969,25
09.11.2024 11:45;09.11.2024 12:00;13.969,75;14.394,00;424,25;10.964,00
09.11.2024 12:00;09.11.2024 12:15;13.905,00;14.344,25;439,25;10.845,50
09.11.2024 12:15;09.11.2024 12:30;13.906,75;14.351,25;444,50;10.810,25
09.11.2024 12:30;09.11.2024 12:45;13.825,00;14.249,25;424,25;10.734,25
09.11.2024 12:45;09.11.2024 13:00;13.751,50;14.214,25;462,75;10.677,50
09.11.2024 13:00;09.11.2024 13:15;13.848,75;14.322,25;473,50;10.835,50
09.11.2024 13:15;09.11.2024 13:30;13.767,75;14.309,00;541,25;10.852,00
09.11.2024 13:30;09.11.2024 13:45;13.635,25;14.186,25;551,00;10.838,25
09.11.2024 13:45;09.11.2024 14:00;13.599,25;14.113,50;514,25;10.932,50
09.11.2024 14:00;09.11.2024 14:15;13.499,25;13.805,75;306,50;11.015,75
09.11.2024 14:15;09.11.2024 14:30;13.282,00;13.529,00;247,00;11.008,50
09.11.2024 14:30;09.11.2024 14:45;13.166,50;13.230,50;64,00;11.122,00
09.11.2024 14:45;09.11.2024 15:00;13.090,25;13.128,50;38,25;11.290,25
09.11.2024 15:00;09.11.2024 15:15;13.208,25;13.327,75;119,50;11.664,75
09.11.2024 15:15;09.11.2024 15:30;13.250,75;13.299,50;48,75;11.948,75
09.11.2024 15:30;09.11.2024 15:45;13.190,25;13.198,25;8,00;12.109,25
09.11.2024 15:45;09.11.2024 16:00;13.227,50;13.233,50;6,00;12.319,00
09.11.2024 16:00;09.11.2024 16:15;13.340,00;13.343,00;3,00;12.561,25
09.11.2024 16:15;09.11.2024 16:30;13.434,50;13.435,50;1,00;12.723,00
09.11.2024 16:30;09.11.2024 16:45;13.581,00;13.582,00;1,00;12.886,25
09.11.2024 16:45;09.11.2024 17:00;13.694,75;13.696,00;1,25;12.983,75
09.11.2024 17:00;09.11.2024 17:15;14.003,00;14.004,00;1,00;13.262,00
09.11.2024 17:15;09.11.2024 17:30;14.178,25;14.179,25;1,00;13.405,75
09.11.2024 17:30;09.11.2024 17:45;14.315,75;14.316,75;1,00;13.500,50
09.11.2024 17:45;09.11.2024 18:00;14.353,50;14.354,50;1,00;13.521,25
09.11.2024 18:00;09.11.2024 18:15;14.299,50;14.300,50;1,00;13.459,50
09.11.2024 18:15;09.11.2024 18:30;14.229,00;14.230,00;1,00;13.396,50
09.11.2024 18:30;09.11.2024 18:45;14.170,50;14.171,50;1,00;13.340,00
09.11.2024 18:45;09.11.2024 19:00;13.983,50;13.984,50;1,00;13.155,50
09.11.2024 19:00;09.11.2024 19:15;13.914,50;13.915,50;1,00;13.093,00
09.11.2024 19:15;09.11.2024 19:30;13.737,25;13.738,25;1,00;12.926,25
09.11.2024 19:30;09.11.2024 19:45;13.619,25;13.620,25;1,00;12.809,75
09.11.2024 19:45;09.11.2024 20:00;13.384,00;13.385,75;1,75;12.596,75
09.11.2024 20:00;09.11.2024 20:15;13.206,25;13.209,25;3,00;12.427,00
09.11.2024 20:15;09.11.2024 20:30;12.941,50;12.943,00;1,50;12.183,00
09.11.2024 20:30;09.11.2024 20:45;12.769,50;12.772,50;3,00;12.043,50
09.11.2024 20:45;09.11.2024 21:00;12.655,50;12.659,00;3,50;11.956,50
09.11.2024 21:00;09.11.2024 21:15;12.426,25;12.428,50;2,25;11.743,25
09.11.2024 21:15;09.11.2024 21:30;12.309,00;12.313,00;4,00;11.631,25
09.11.2024 21:30;09.11.2024 21:45;12.242,50;12.247,50;5,00;11.591,50
09.11.2024 21:45;09.11.2024 22:00;12.120,50;12.162,75;42,25;11.478,75
09.11.2024 22:00;09.11.2024 22:15;12.085,50;12.096,00;10,50;11.469,50
09.11.2024 22:15;09.11.2024 22:30;11.939,25;11.948,50;9,25;11.350,25
09.11.2024 22:30;09.11.2024 22:45;11.768,00;11.778,50;10,50;11.196,25
09.11.2024 22:45;09.11.2024 23:00;11.614,50;11.641,00;26,50;11.063,50
09.11.2024 23:00;09.11.2024 23:15;11.393,75;11.401,25;7,50;10.864,50
09.11.2024 23:15;09.11.2024 23:30;11.281,75;11.402,50;120,75;10.782,25
09.11.2024 23:30;09.11.2024 23:45;11.153,75;11.244,00;90,25;10.686,50
09.11.2024 23:45;10.11.2024 00:00;10.876,00;10.927,00;51,00;10.438,50
10.11.2024 00:00;10.11.2024 00:15;10.672,75;10.714,50;41,75;10.245,25
10.11.2024 00:15;10.11.2024 00:30;10.571,75;10.623,25;51,50;10.159,50
10.11.2024 00:30;10.11.2024 00:45;10.511,00;10.681,25;170,25;10.115,75
10.11.2024 00:45;10.11.2024 01:00;10.372,25;10.608,75;236,50;9.994,25
10.11.2024 01:00;10.11.2024 01:15;10.208,50;10.446,25;237,75;9.837,75
10.11.2024 01:15;10.11.2024 01:30;10.080,25;10.517,25;437,00;9.725,75
10.11.2024 01:30;10.11.2024 01:45;10.082,75;10.552,50;469,75;9.726,25
10.11.2024 01:45;10.11.2024 02:00;9.970,25;10.513,25;543,00;9.596,75
10.11.2024 02:00;10.11.2024 02:15;9.847,50;10.276,50;429,00;9.466,00
10.11.2024 02:15;10.11.2024 02:30;9.907,75;10.536,75;629,00;9.521,00
10.11.2024 02:30;10.11.2024 02:45;9.902,00;10.563,25;661,25;9.516,75
10.11.2024 02:45;10.11.2024 03:00;9.842,25;10.538,50;696,25;9.456,50
10.11.2024 03:00;10.11.2024 03:15;9.902,50;10.516,75;614,25;9.505,00
10.11.2024 03:15;10.11.2024 03:30;9.884,50;10.664,75;780,25;9.462,75
10.11.2024 03:30;10.11.2024 03:45;9.917,00;10.698,50;781,50;9.475,75
10.11.2024 03:45;10.11.2024 04:00;9.919,75;10.727,00;807,25;9.468,75
10.11.2024 04:00;10.11.2024 04:15;10.002,25;10.846,75;844,50;9.556,50
10.11.2024 04:15;10.11.2024 04:30;10.008,75;10.875,50;866,75;9.551,75
10.11.2024 04:30;10.11.2024 04:45;10.014,50;10.900,75;886,25;9.554,25
10.11.2024 04:45;10.11.2024 05:00;10.030,25;10.843,00;812,75;9.574,75
10.11.2024 05:00;10.11.2024 05:15;10.021,50;10.775,25;753,75;9.546,50
10.11.2024 05:15;10.11.2024 05:30;10.014,25;10.787,75;773,50;9.512,75
10.11.2024 05:30;10.11.2024 05:45;9.966,75;10.668,75;702,00;9.461,25
10.11.2024 05:45;10.11.2024 06:00;10.014,50;10.735,50;721,00;9.518,00
10.11.2024 06:00;10.11.2024 06:15;10.034,25;10.511,00;476,75;9.536,00
10.11.2024 06:15;10.11.2024 06:30;10.073,50;10.406,25;332,75;9.572,00
10.11.2024 06:30;10.11.2024 06:45;10.172,00;10.481,25;309,25;9.655,25
10.11.2024 06:45;10.11.2024 07:00;10.266,25;10.563,25;297,00;9.744,25
10.11.2024 07:00;10.11.2024 07:15;10.422,75;10.698,50;275,75;9.890,25
10.11.2024 07:15;10.11.2024 07:30;10.475,25;10.794,50;319,25;9.917,25
10.11.2024 07:30;10.11.2024 07:45;10.698,25;10.965,75;267,50;10.095,25
10.11.2024 07:45;10.11.2024 08:00;10.872,50;11.027,25;154,75;10.194,25
10.11.2024 08:00;10.11.2024 08:15;11.018,00;11.125,25;107,25;10.252,50
10.11.2024 08:15;10.11.2024 08:30;11.212,50;11.269,75;57,25;10.346,25
10.11.2024 08:30;10.11.2024 08:45;11.436,75;11.451,00;14,25;10.423,50
10.11.2024 08:45;10.11.2024 09:00;11.609,00;11.626,50;17,50;10.446,50
10.11.2024 09:00;10.11.2024 09:15;11.803,25;11.878,25;75,00;10.518,50
10.11.2024 09:15;10.11.2024 09:30;11.986,75;12.063,00;76,25;10.589,75
10.11.2024 09:30;10.11.2024 09:45;12.157,50;12.233,75;76,25;10.652,25
10.11.2024 09:45;10.11.2024 10:00;12.321,50;12.474,50;153,00;10.690,50
10.11.2024 10:00;10.11.2024 10:15;12.437,25;12.586,25;149,00;10.705,00
10.11.2024 10:15;10.11.2024 10:30;12.643,00;12.899,25;256,25;10.842,75
10.11.2024 10:30;10.11.2024 10:45;12.788,50;12.997,50;209,00;10.910,50
10.11.2024 10:45;10.11.2024 11:00;12.878,50;13.089,75;211,25;10.921,25
10.11.2024 11:00;10.11.2024 11:15;13.030,00;13.311,25;281,25;10.992,00
10.11.2024 11:15;10.11.2024 11:30;13.207,25;13.427,75;220,50;11.128,25
10.11.2024 11:30;10.11.2024 11:45;13.341,50;13.526,00;184,50;11.243,50
10.11.2024 11:45;10.11.2024 12:00;13.295,25;13.490,50;195,25;11.191,00
10.11.2024 12:00;10.11.2024 12:15;13.199,00;13.435,00;236,00;11.091,25
10.11.2024 12:15;10.11.2024 12:30;13.107,25;13.367,75;260,50;10.989,75
10.11.2024 12:30;10.11.2024 12:45;13.122,50;13.381,50;259,00;11.008,00
10.11.2024 12:45;10.11.2024 13:00;13.026,75;13.280,75;254,00;10.919,25
10.11.2024 13:00;10.11.2024 13:15;12.994,00;13.184,75;190,75;10.889,25
10.11.2024 13:15;10.11.2024 13:30;12.954,25;13.143,25;189,00;10.900,75
10.11.2024 13:30;10.11.2024 13:45;12.857,50;13.048,25;190,75;10.893,00
10.11.2024 13:45;10.11.2024 14:00;12.785,00;12.975,50;190,50;10.907,50
10.11.2024 14:00;10.11.2024 14:15;12.672,00;12.752,50;80,50;10.937,50
10.11.2024 14:15;10.11.2024 14:30;12.632,75;12.714,25;81,50;11.070,50
10.11.2024 14:30;10.11.2024 14:45;12.680,75;12.740,25;59,50;11.292,00
10.11.2024 14:45;10.11.2024 15:00;12.653,50;12.721,25;67,75;11.417,50
10.11.2024 15:00;10.11.2024 15:15;12.682,00;12.733,00;51,00;11.584,25
10.11.2024 15:15;10.11.2024 15:30;12.710,25;12.716,50;6,25;11.779,75
10.11.2024 15:30;10.11.2024 15:45;12.743,75;12.746,00;2,25;11.955,25
10.11.2024 15:45;10.11.2024 16:00;12.792,00;12.793,50;1,50;12.102,75
10.11.2024 16:00;10.11.2024 16:15;12.948,00;12.951,00;3,00;12.304,25
10.11.2024 16:15;10.11.2024 16:30;13.002,50;13.005,00;2,50;12.379,75
10.11.2024 16:30;10.11.2024 16:45;13.200,75;13.204,25;3,50;12.585,75
10.11.2024 16:45;10.11.2024 17:00;13.367,75;13.370,50;2,75;12.749,00
10.11.2024 17:00;10.11.2024 17:15;13.691,50;13.693,00;1,50;13.035,50
10.11.2024 17:15;10.11.2024 17:30;13.856,00;13.858,50;2,50;13.139,50
10.11.2024 17:30;10.11.2024 17:45;13.924,75;13.927,00;2,25;13.177,75
10.11.2024 17:45;10.11.2024 18:00;14.017,75;14.018,75;1,00;13.269,00
10.11.2024 18:00;10.11.2024 18:15;14.108,50;14.109,50;1,00;13.359,75
10.11.2024 18:15;10.11.2024 18:30;13.988,00;13.989,00;1,00;13.222,50
10.11.2024 18:30;10.11.2024 18:45;13.915,25;13.917,25;2,00;13.095,25
10.11.2024 18:45;10.11.2024 19:00;13.833,50;13.838,25;4,75;12.904,75
10.11.2024 19:00;10.11.2024 19:15;13.815,75;13.851,25;35,50;12.863,75
10.11.2024 19:15;10.11.2024 19:30;13.757,00;13.788,75;31,75;12.807,75
10.11.2024 19:30;10.11.2024 19:45;13.574,75;13.628,50;53,75;12.600,75
10.11.2024 19:45;10.11.2024 20:00;13.419,00;13.493,50;74,50;12.442,75
10.11.2024 20:00;10.11.2024 20:15;13.227,75;13.235,00;7,25;12.229,25
10.11.2024 20:15;10.11.2024 20:30;13.040,50;13.044,75;4,25;11.999,75
10.11.2024 20:30;10.11.2024 20:45;12.895,75;12.932,75;37,00;11.857,50
10.11.2024 20:45;10.11.2024 21:00;12.720,00;12.766,00;46,00;11.709,50
10.11.2024 21:00;10.11.2024 21:15;12.705,75;12.722,75;17,00;11.737,25
10.11.2024 21:15;10.11.2024 21:30;12.595,50;12.653,00;57,50;11.634,50
10.11.2024 21:30;10.11.2024 21:45;12.415,00;12.490,75;75,75;11.469,25
10.11.2024 21:45;10.11.2024 22:00;12.252,50;12.341,75;89,25;11.333,75
10.11.2024 22:00;10.11.2024 22:15;12.270,50;12.401,75;131,25;11.341,00
10.11.2024 22:15;10.11.2024 22:30;12.173,00;12.298,50;125,50;11.210,00
10.11.2024 22:30;10.11.2024 22:45;11.939,50;12.054,75;115,25;10.938,25
10.11.2024 22:45;10.11.2024 23:00;11.811,75;11.997,00;185,25;10.816,25
10.11.2024 23:00;10.11.2024 23:15;11.626,25;11.805,75;179,50;10.633,00
10.11.2024 23:15;10.11.2024 23:30;11.469,00;11.667,75;198,75;10.427,75
10.11.2024 23:30;10.11.2024 23:45;11.326,75;11.585,75;259,00;10.246,75
10.11.2024 23:45;11.11.2024 00:00;11.170,75;11.646,50;475,75;10.014,00
11.11.2024 00:00;11.11.2024 00:15;10.941,00;11.246,00;305,00;9.776,50
11.11.2024 00:15;11.11.2024 00:30;10.770,50;11.027,75;257,25;9.565,25
11.11.2024 00:30;11.11.2024 00:45;10.787,50;11.293,00;505,50;9.483,25
11.11.2024 00:45;11.11.2024 01:00;10.758,50;11.456,50;698,00;9.322,50
11.11.2024 01:00;11.11.2024 01:15;10.581,75;11.313,25;731,50;9.121,25
11.11.2024 01:15;11.11.2024 01:30;10.561,00;11.280,50;719,50;9.084,50
11.11.2024 01:30;11.11.2024 01:45;10.576,25;11.403,00;826,75;9.016,25
11.11.2024 01:45;11.11.2024 02:00;10.563,75;11.491,75;928,00;8.892,50
11.11.2024 02:00;11.11.2024 02:15;10.556,75;11.811,75;1.255,00;8.863,75
11.11.2024 02:15;11.11.2024 02:30;10.584,00;11.716,50;1.132,50;8.946,25
